,Position,PositionText,Points,DriverId,GivenName,FamilyName,Race,Race_name
366,9,9,2,albon,Alexander,Albon,18.0,United States Grand Prix
367,10,10,1,sargeant,Logan,Sargeant,18.0,United States Grand Prix
368,11,11,0,hulkenberg,Nico,Hülkenberg,18.0,United States Grand Prix
369,12,12,0,bottas,Valtteri,Bottas,18.0,United States Grand Prix
370,13,13,0,zhou,Guanyu,Zhou,18.0,United States Grand Prix
371,14,14,0,kevin_magnussen,Kevin,Magnussen,18.0,United States Grand Prix
372,15,15,0,ricciardo,Daniel,Ricciardo,18.0,United States Grand Prix
373,16,R,0,alonso,Fernando,Alonso,18.0,United States Grand Prix
374,17,R,0,piastri,Oscar,Piastri,18.0,United States Grand Prix
375,18,R,0,ocon,Esteban,Ocon,18.0,United States Grand Prix
376,19,D,0,hamilton,Lewis,Hamilton,18.0,United States Grand Prix
377,20,D,0,leclerc,Charles,Leclerc,18.0,United States Grand Prix
378,1,1,25,max_verstappen,Max,Verstappen,19.0,Mexico City Grand Prix
379,2,2,19,hamilton,Lewis,Hamilton,19.0,Mexico City Grand Prix
380,3,3,15,leclerc,Charles,Leclerc,19.0,Mexico City Grand Prix
381,4,4,12,sainz,Carlos,Sainz,19.0,Mexico City Grand Prix
382,5,5,10,norris,Lando,Norris,19.0,Mexico City Grand Prix
383,6,6,8,russell,George,Russell,19.0,Mexico City Grand Prix
384,7,7,6,ricciardo,Daniel,Ricciardo,19.0,Mexico City Grand Prix
385,8,8,4,piastri,Oscar,Piastri,19.0,Mexico City Grand Prix
386,9,9,2,albon,Alexander,Albon,19.0,Mexico City Grand Prix
387,10,10,1,ocon,Esteban,Ocon,19.0,Mexico City Grand Prix
388,11,11,0,gasly,Pierre,Gasly,19.0,Mexico City Grand Prix
389,12,12,0,tsunoda,Yuki,Tsunoda,19.0,Mexico City Grand Prix
390,13,13,0,hulkenberg,Nico,Hülkenberg,19.0,Mexico City Grand Prix
391,14,14,0,zhou,Guanyu,Zhou,19.0,Mexico City Grand Prix
392,15,15,0,bottas,Valtteri,Bottas,19.0,Mexico City Grand Prix
393,16,16,0,sargeant,Logan,Sargeant,19.0,Mexico City Grand Prix
394,17,17,0,stroll,Lance,Stroll,19.0,Mexico City Grand Prix
395,18,R,0,alonso,Fernando,Alonso,19.0,Mexico City Grand Prix
396,19,R,0,kevin_magnussen,Kevin,Magnussen,19.0,Mexico City Grand Prix
397,20,R,0,perez,Sergio,Pérez,19.0,Mexico City Grand Prix
398,1,1,25,max_verstappen,Max,Verstappen,20.0,São Paulo Grand Prix
399,2,2,19,norris,Lando,Norris,20.0,São Paulo Grand Prix
400,3,3,15,alonso,Fernando,Alonso,20.0,São Paulo Grand Prix
401,4,4,12,perez,Sergio,Pérez,20.0,São Paulo Grand Prix
402,5,5,10,stroll,Lance,Stroll,20.0,São Paulo Grand Prix
403,6,6,8,sainz,Carlos,Sainz,20.0,São Paulo Grand Prix
404,7,7,6,gasly,Pierre,Gasly,20.0,São Paulo Grand Prix
405,8,8,4,hamilton,Lewis,Hamilton,20.0,São Paulo Grand Prix
406,9,9,2,tsunoda,Yuki,Tsunoda,20.0,São Paulo Grand Prix
407,10,10,1,ocon,Esteban,Ocon,20.0,São Paulo Grand Prix
408,11,11,0,sargeant,Logan,Sargeant,20.0,São Paulo Grand Prix
409,12,12,0,hulkenberg,Nico,Hülkenberg,20.0,São Paulo Grand Prix
410,13,13,0,ricciardo,Daniel,Ricciardo,20.0,São Paulo Grand Prix
411,14,14,0,piastri,Oscar,Piastri,20.0,São Paulo Grand Prix
412,15,R,0,russell,George,Russell,20.0,São Paulo Grand Prix
413,16,R,0,bottas,Valtteri,Bottas,20.0,São Paulo Grand Prix
414,17,R,0,zhou,Guanyu,Zhou,20.0,São Paulo Grand Prix
415,18,R,0,kevin_magnussen,Kevin,Magnussen,20.0,São Paulo Grand Prix
416,19,R,0,albon,Alexander,Albon,20.0,São Paulo Grand Prix
417,20,W,0,leclerc,Charles,Leclerc,20.0,São Paulo Grand Prix
418,1,1,25,max_verstappen,Max,Verstappen,21.0,Las Vegas Grand Prix
419,2,2,18,leclerc,Charles,Leclerc,21.0,Las Vegas Grand Prix
420,3,3,15,perez,Sergio,Pérez,21.0,Las Vegas Grand Prix
421,4,4,12,ocon,Esteban,Ocon,21.0,Las Vegas Grand Prix
422,5,5,10,stroll,Lance,Stroll,21.0,Las Vegas Grand Prix
423,6,6,8,sainz,Carlos,Sainz,21.0,Las Vegas Grand Prix
424,7,7,6,hamilton,Lewis,Hamilton,21.0,Las Vegas Grand Prix
425,8,8,4,russell,George,Russell,21.0,Las Vegas Grand Prix
426,9,9,2,alonso,Fernando,Alonso,21.0,Las Vegas Grand Prix
427,10,10,2,piastri,Oscar,Piastri,21.0,Las Vegas Grand Prix
428,11,11,0,gasly,Pierre,Gasly,21.0,Las Vegas Grand Prix
429,12,12,0,albon,Alexander,Albon,21.0,Las Vegas Grand Prix
430,13,13,0,kevin_magnussen,Kevin,Magnussen,21.0,Las Vegas Grand Prix
431,14,14,0,ricciardo,Daniel,Ricciardo,21.0,Las Vegas Grand Prix
432,15,15,0,zhou,Guanyu,Zhou,21.0,Las Vegas Grand Prix
433,16,16,0,sargeant,Logan,Sargeant,21.0,Las Vegas Grand Prix
434,17,17,0,bottas,Valtteri,Bottas,21.0,Las Vegas Grand Prix
435,18,18,0,tsunoda,Yuki,Tsunoda,21.0,Las Vegas Grand Prix
436,19,19,0,hulkenberg,Nico,Hülkenberg,21.0,Las Vegas Grand Prix
437,20,R,0,norris,Lando,Norris,21.0,Las Vegas Grand Prix
438,1,1,26,max_verstappen,Max,Verstappen,22.0,Abu Dhabi Grand Prix
439,2,2,18,leclerc,Charles,Leclerc,22.0,Abu Dhabi Grand Prix
440,3,3,15,russell,George,Russell,22.0,Abu Dhabi Grand Prix
441,4,4,12,perez,Sergio,Pérez,22.0,Abu Dhabi Grand Prix
442,5,5,10,norris,Lando,Norris,22.0,Abu Dhabi Grand Prix
443,6,6,8,piastri,Oscar,Piastri,22.0,Abu Dhabi Grand Prix
444,7,7,6,alonso,Fernando,Alonso,22.0,Abu Dhabi Grand Prix
445,8,8,4,tsunoda,Yuki,Tsunoda,22.0,Abu Dhabi Grand Prix
446,9,9,2,hamilton,Lewis,Hamilton,22.0,Abu Dhabi Grand Prix
447,10,10,1,stroll,Lance,Stroll,22.0,Abu Dhabi Grand Prix
448,11,11,0,ricciardo,Daniel,Ricciardo,22.0,Abu Dhabi Grand Prix
449,12,12,0,ocon,Esteban,Ocon,22.0,Abu Dhabi Grand Prix
450,13,13,0,gasly,Pierre,Gasly,22.0,Abu Dhabi Grand Prix
451,14,14,0,albon,Alexander,Albon,22.0,Abu Dhabi Grand Prix
452,15,15,0,hulkenberg,Nico,Hülkenberg,22.0,Abu Dhabi Grand Prix
453,16,16,0,sargeant,Logan,Sargeant,22.0,Abu Dhabi Grand Prix
454,17,17,0,zhou,Guanyu,Zhou,22.0,Abu Dhabi Grand Prix
455,18,18,0,sainz,Carlos,Sainz,22.0,Abu Dhabi Grand Prix
456,19,19,0,bottas,Valtteri,Bottas,22.0,Abu Dhabi Grand Prix
457,20,20,0,kevin_magnussen,Kevin,Magnussen,22.0,Abu Dhabi Grand Prix
